proper_time,time,nodes,dofs,levels,alpha,mass
6.692915566710407,14.84024977684021,990,823,24,0.5724888979893555,5.104166666666667
6.692918296550239,14.840254545211792,990,823,24,0.572488915648204,5.104166666666667
6.692921026390155,14.840259313583374,990,823,24,0.5724889333078302,5.104166666666667
6.692923756230155,14.840264081954956,990,823,24,0.5724889509681884,5.104166666666667
6.692926486070241,14.840268850326538,990,823,24,0.5724889686292014,5.104166666666667
6.69292921591041,14.84027361869812,990,823,24,0.5724889862908338,5.104166666666667
6.692931945750663,14.840278387069702,990,823,24,0.5724890039531885,5.104166666666667
6.692934675591,14.840283155441284,990,823,24,0.5724890216164616,5.104166666666667
6.692937405431422,14.840287923812866,990,823,24,0.5724890392803742,5.104166666666667
6.692940135271928,14.840292692184448,990,823,24,0.5724890569448952,5.104166666666667
6.692942865112518,14.84029746055603,990,823,24,0.5724890746098193,5.104166666666667
6.692945594953192,14.840302228927612,990,823,24,0.5724890922755692,5.104166666666667
6.692948324793951,14.840306997299194,990,823,24,0.5724891099425622,5.104166666666667
6.692951054634794,14.840311765670776,990,823,24,0.5724891276096206,5.104166666666667
6.692953784475721,14.840316534042358,990,823,24,0.5724891452775539,5.104166666666667
6.692956514316732,14.84032130241394,996,829,24,0.5724891629445942,5.104166666666667
6.692959244157828,14.840326070785522,996,829,24,0.5724891806134137,5.104166666666667
6.692961973999008,14.840330839157104,996,829,24,0.5724891982836006,5.104166666666667
6.692964703840272,14.840335607528687,996,829,24,0.5724892159512281,5.104166666666667
6.692967433681621,14.840340375900269,996,829,24,0.5724892336223436,5.104166666666667
6.692970163523054,14.84034514427185,996,829,24,0.5724892512840619,5.104166666666667
6.69297289336457,14.840349912643433,996,829,24,0.5724892689557417,5.104166666666667
6.692975623206171,14.840354681015015,996,829,24,0.5724892866205369,5.104166666666667
6.692978353047857,14.840359449386597,996,829,24,0.5724893042762413,5.104166666666667
6.692981082889626,14.840364217758179,996,829,24,0.5724893219461844,5.104166666666667
6.69298381273148,14.84036898612976,996,829,24,0.5724893395567887,5.104166666666667
6.692986542573418,14.840373754501343,996,829,24,0.5724893572366391,5.104166666666667
6.69298927241544,14.840378522872925,996,829,24,0.5724893748157126,5.104166666666667
6.692992002257546,14.840383291244507,996,829,24,0.5724893924129508,5.104166666666667
6.692994732099736,14.840388059616089,996,829,24,0.5724894100131881,5.104166666666667
6.692997461942009,14.840392827987671,996,829,24,0.5724894273162956,5.104166666666667
6.693000191784365,14.840397596359253,996,829,24,0.572489445035256,5.104166666666667
6.693002921626804,14.840402364730835,996,829,24,0.5724894619144981,5.104166666666667
6.693005651469325,14.840407133102417,996,829,24,0.5724894793549231,5.104166666666667
6.693008381311927,14.840411901473999,1014,847,24,0.5724894961154895,5.104166666666667
6.693011111154609,14.840416669845581,1014,847,24,0.5724895118605522,5.104166666666667
6.693013840997368,14.840421438217163,1014,847,24,0.5724895294861537,5.104166666666667
6.6930165708402,14.840426206588745,1014,847,24,0.5724895415730324,5.104166666666667
6.693019300683099,14.840430974960327,1014,847,24,0.5724895590822748,5.104166666666667
6.69302203052606,14.84043574333191,1014,847,24,0.572489568029674,5.104166666666667
6.693024760369079,14.840440511703491,1014,847,24,0.572489577257729,5.104166666666667
6.693027490212126,14.840445280075073,1014,847,24,0.5724895901441234,5.104166666666667
6.693030220055203,14.840450048446655,1014,847,24,0.5724895733799228,5.104166666666667
6.693032949898255,14.840454816818237,1014,847,24,0.5724895937680745,5.104166666666667
6.693035679741241,14.84045958518982,1014,847,24,0.5724895407216111,5.104166666666667
6.693038409584131,14.840464353561401,1014,847,24,0.5724895305257948,5.104166666666667
6.693041139426734,14.840469121932983,1014,847,24,0.5724894784376215,5.104166666666667
6.693043869269074,14.840473890304565,1014,847,24,0.5724893097543143,5.104166666666667
6.693046599110743,14.840478658676147,1014,847,24,0.5724893301978204,5.104166666666667
6.6930493289516155,14.84048342704773,1014,847,24,0.5724888443482841,5.104166666666667
